ndc,front_path,back_path,split
00149-0752-15,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00149-0752-15_NLMIMAGE10_CF12E7C7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00149-0752-15_NLMIMAGE10_CF12E7C7.jpg,train
00172-7310-46,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00172-7310-46_NLMIMAGE10_9B2BCDEE.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00172-7310-46_NLMIMAGE10_9B2BCDEE.jpg,train
00172-7311-46,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00172-7311-46_NLMIMAGE10_922BC96E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00172-7311-46_NLMIMAGE10_922BC96E.jpg,train
00172-7312-46,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00172-7312-46_NLMIMAGE10_972BCBDE.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00172-7312-46_NLMIMAGE10_972BCBDE.jpg,train
00173-0565-04,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00173-0565-04_NLMIMAGE10_461DA30D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00173-0565-04_NLMIMAGE10_461DA30D.jpg,train
00173-0712-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00173-0712-02_NLMIMAGE10_32191978.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00173-0712-02_NLMIMAGE10_32191978.jpg,train
00173-0761-00,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00173-0761-00_NLMIMAGE10_F318F9F7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00173-0761-00_NLMIMAGE10_F318F9F7.jpg,train
00173-0809-61,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00173-0809-61_NLMIMAGE10_D11968CB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00173-0809-61_NLMIMAGE10_D11968CB.jpg,train
00173-0933-08,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00173-0933-08_NLMIMAGE10_2E1D970C.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00173-0933-08_NLMIMAGE10_2E1D970C.jpg,train
00173-0991-55,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00173-0991-55_NLMIMAGE10_D7196BCB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00173-0991-55_NLMIMAGE10_D7196BCB.jpg,train
00185-0122-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00185-0122-01_NLMIMAGE10_E10E7093.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00185-0122-01_NLMIMAGE10_E10E7093.jpg,train
00185-0613-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00185-0613-01_NLMIMAGE10_F634FB07.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00185-0613-01_NLMIMAGE10_F634FB07.jpg,train
00185-0615-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00185-0615-01_NLMIMAGE10_4F34A795.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00185-0615-01_NLMIMAGE10_4F34A795.jpg,train
00185-0644-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00185-0644-01_NLMIMAGE10_8A1C4552.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00185-0644-01_NLMIMAGE10_8A1C4552.jpg,train
00185-0674-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00185-0674-01_NLMIMAGE10_2645933C.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00185-0674-01_NLMIMAGE10_2645933C.jpg,train
00186-0520-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00186-0520-60_NLMIMAGE10_C41DE20F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00186-0520-60_NLMIMAGE10_C41DE20F.jpg,train
00186-5020-31,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00186-5020-31_NLMIMAGE10_C71B63CB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00186-5020-31_NLMIMAGE10_C71B63CB.jpg,train
00186-5040-31,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00186-5040-31_NLMIMAGE10_FD1D7EDB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00186-5040-31_NLMIMAGE10_FD1D7EDB.jpg,val
00187-0844-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00187-0844-01_NLMIMAGE10_AF1C5782.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00187-0844-01_NLMIMAGE10_AF1C5782.jpg,train
00228-2497-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00228-2497-10_NLMIMAGE10_910848D2.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00228-2497-10_NLMIMAGE10_910848D2.jpg,train
00228-2530-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00228-2530-10_NLMIMAGE10_BD3BDE9E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00228-2530-10_NLMIMAGE10_BD3BDE9E.jpg,train
00228-2666-11,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00228-2666-11_NLMIMAGE10_DB34ED87.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00228-2666-11_NLMIMAGE10_DB34ED87.jpg,train
00228-2667-11,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00228-2667-11_NLMIMAGE10_2A349534.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00228-2667-11_NLMIMAGE10_2A349534.jpg,train
00228-2890-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00228-2890-06_NLMIMAGE10_4D39A6DD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00228-2890-06_NLMIMAGE10_4D39A6DD.jpg,train
00228-2891-03,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00228-2891-03_NLMIMAGE10_8B3CC5C6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00228-2891-03_NLMIMAGE10_8B3CC5C6.jpg,train
00299-3822-30,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00299-3822-30_NLMIMAGE10_A34D51AA.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00299-3822-30_NLMIMAGE10_A34D51AA.jpg,train
00363-0572-31,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00363-0572-31_NLMIMAGE10_9038C876.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00363-0572-31_NLMIMAGE10_9038C876.jpg,val
00378-0143-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-0143-01_NLMIMAGE10_8221411A.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-0143-01_NLMIMAGE10_8221411A.jpg,train
00378-0147-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-0147-05_NLMIMAGE10_250812A0.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-0147-05_NLMIMAGE10_250812A0.jpg,train
00378-1560-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-1560-10_NLMIMAGE10_5B412DD9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-1560-10_NLMIMAGE10_5B412DD9.jpg,train
00378-1570-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-1570-01_NLMIMAGE10_A10ED096.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-1570-01_NLMIMAGE10_A10ED096.jpg,val
00378-2264-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-2264-01_NLMIMAGE10_BD34DEE6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-2264-01_NLMIMAGE10_BD34DEE6.jpg,train
00378-2537-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-2537-01_NLMIMAGE10_04268244.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-2537-01_NLMIMAGE10_04268244.jpg,train
00378-3422-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-3422-01_NLMIMAGE10_6D4AB6E5.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-3422-01_NLMIMAGE10_6D4AB6E5.jpg,train
00378-6089-93,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-6089-93_NLMIMAGE10_083B0458.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-6089-93_NLMIMAGE10_083B0458.jpg,train
00378-6150-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-6150-10_NLMIMAGE10_8112C096.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-6150-10_NLMIMAGE10_8112C096.jpg,train
00378-6895-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-6895-01_NLMIMAGE10_7F4D3FA9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-6895-01_NLMIMAGE10_7F4D3FA9.jpg,val
00378-6896-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-6896-01_NLMIMAGE10_7E4D3F79.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-6896-01_NLMIMAGE10_7E4D3F79.jpg,train
00378-6897-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-6897-01_NLMIMAGE10_834D41BA.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-6897-01_NLMIMAGE10_834D41BA.jpg,train
00378-8030-93,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-8030-93_NLMIMAGE10_7651BB0D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-8030-93_NLMIMAGE10_7651BB0D.jpg,train
00378-8628-77,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-8628-77_NLMIMAGE10_003B0008.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-8628-77_NLMIMAGE10_003B0008.jpg,val
00378-8629-77,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-8629-77_NLMIMAGE10_FF3AFFD7.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-8629-77_NLMIMAGE10_FF3AFFD7.jpg,val
00378-8630-77,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00378-8630-77_NLMIMAGE10_263E9364.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00378-8630-77_NLMIMAGE10_263E9364.jpg,train
00430-0753-27,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00430-0753-27_NLMIMAGE10_263E9334.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00430-0753-27_NLMIMAGE10_263E9334.jpg,train
00430-0783-27,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00430-0783-27_NLMIMAGE10_FC12FE77.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00430-0783-27_NLMIMAGE10_FC12FE77.jpg,train
00456-1201-30,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00456-1201-30_NLMIMAGE10_5E40AF15.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00456-1201-30_NLMIMAGE10_5E40AF15.jpg,train
00527-1383-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00527-1383-01_NLMIMAGE10_904D487A.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00527-1383-01_NLMIMAGE10_904D487A.jpg,train
00527-1632-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00527-1632-10_NLMIMAGE10_8E41C73E.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00527-1632-10_NLMIMAGE10_8E41C73E.jpg,train
00555-0302-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-0302-02_NLMIMAGE10_E22B717B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-0302-02_NLMIMAGE10_E22B717B.jpg,val
00555-0323-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-0323-02_NLMIMAGE10_E72B73EB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-0323-02_NLMIMAGE10_E72B73EB.jpg,train
00555-0324-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-0324-02_NLMIMAGE10_DE2B6F6B.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-0324-02_NLMIMAGE10_DE2B6F6B.jpg,train
00555-0658-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-0658-02_NLMIMAGE10_FA41FD3F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-0658-02_NLMIMAGE10_FA41FD3F.jpg,val
00555-0808-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-0808-02_NLMIMAGE10_62303121.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-0808-02_NLMIMAGE10_62303121.jpg,train
00555-1054-86,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-1054-86_NLMIMAGE10_D5306AE3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-1054-86_NLMIMAGE10_D5306AE3.jpg,val
00555-1055-86,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-1055-86_NLMIMAGE10_E33071D3.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-1055-86_NLMIMAGE10_E33071D3.jpg,train
00555-1056-86,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-1056-86_NLMIMAGE10_DA306D53.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-1056-86_NLMIMAGE10_DA306D53.jpg,val
00555-1057-86,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-1057-86_NLMIMAGE10_DE306F63.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-1057-86_NLMIMAGE10_DE306F63.jpg,train
00555-1883-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00555-1883-02_NLMIMAGE10_92324902.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00555-1883-02_NLMIMAGE10_92324902.jpg,train
00574-0181-90,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00574-0181-90_NLMIMAGE10_B6505B12.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00574-0181-90_NLMIMAGE10_B6505B12.jpg,train
00591-0347-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-0347-05_NLMIMAGE10_1A080D00.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-0347-05_NLMIMAGE10_1A080D00.jpg,train
00591-0410-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-0410-01_NLMIMAGE10_383E9C64.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-0410-01_NLMIMAGE10_383E9C64.jpg,train
00591-0411-50,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-0411-50_NLMIMAGE10_DB056DEB.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-0411-50_NLMIMAGE10_DB056DEB.jpg,val
00591-0801-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-0801-01_NLMIMAGE10_20081000.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-0801-01_NLMIMAGE10_20081000.jpg,train
00591-2640-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-2640-01_NLMIMAGE10_3F3D9FAC.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-2640-01_NLMIMAGE10_3F3D9FAC.jpg,train
00591-2788-86,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-2788-86_NLMIMAGE10_873CC3B6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-2788-86_NLMIMAGE10_873CC3B6.jpg,train
00591-2789-86,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-2789-86_NLMIMAGE10_903CC836.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-2789-86_NLMIMAGE10_903CC836.jpg,train
00591-2820-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-2820-01_NLMIMAGE10_743FBA5D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-2820-01_NLMIMAGE10_743FBA5D.jpg,train
00591-2825-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-2825-01_NLMIMAGE10_743FBA2D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-2825-01_NLMIMAGE10_743FBA2D.jpg,val
00591-2932-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-2932-01_NLMIMAGE10_5E402F21.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-2932-01_NLMIMAGE10_5E402F21.jpg,train
00591-3120-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-3120-01_NLMIMAGE10_F804FC17.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-3120-01_NLMIMAGE10_F804FC17.jpg,train
00591-3219-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-3219-01_NLMIMAGE10_26041300.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-3219-01_NLMIMAGE10_26041300.jpg,train
00591-3220-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-3220-01_NLMIMAGE10_BE135F3A.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-3220-01_NLMIMAGE10_BE135F3A.jpg,train
00591-3762-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-3762-01_NLMIMAGE10_674F33F9.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-3762-01_NLMIMAGE10_674F33F9.jpg,train
00591-5440-50,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-5440-50_NLMIMAGE10_B834DC76.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-5440-50_NLMIMAGE10_B834DC76.jpg,train
00591-5535-50,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-5535-50_NLMIMAGE10_331599CC.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-5535-50_NLMIMAGE10_331599CC.jpg,val
00591-5708-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00591-5708-01_NLMIMAGE10_A234D106.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00591-5708-01_NLMIMAGE10_A234D106.jpg,train
00597-0001-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00597-0001-60_NLMIMAGE10_7303B9ED.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00597-0001-60_NLMIMAGE10_7303B9ED.jpg,train
00603-3855-21,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00603-3855-21_NLMIMAGE10_8B34C5C6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00603-3855-21_NLMIMAGE10_8B34C5C6.jpg,val
00781-2020-05,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2020-05_NLMIMAGE10_D812EC47.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2020-05_NLMIMAGE10_D812EC47.jpg,train
00781-2051-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2051-01_NLMIMAGE10_9A0ECD66.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2051-01_NLMIMAGE10_9A0ECD66.jpg,train
00781-2053-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2053-01_NLMIMAGE10_521E2911.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2053-01_NLMIMAGE10_521E2911.jpg,train
00781-2054-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2054-01_NLMIMAGE10_A30ED1E6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2054-01_NLMIMAGE10_A30ED1E6.jpg,train
00781-2074-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2074-01_NLMIMAGE10_9D34CEF6.jpg,train
00781-2112-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2112-01_NLMIMAGE10_8634C356.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2112-01_NLMIMAGE10_8634C356.jpg,train
00781-2148-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2148-01_NLMIMAGE10_6240B125.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2148-01_NLMIMAGE10_6240B125.jpg,train
00781-2176-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2176-60_NLMIMAGE10_6939B4BD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2176-60_NLMIMAGE10_6939B4BD.jpg,val
00781-2201-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2201-01_NLMIMAGE10_D01DE80F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2201-01_NLMIMAGE10_D01DE80F.jpg,train
00781-2233-01,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2233-01_NLMIMAGE10_70493869.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2233-01_NLMIMAGE10_70493869.jpg,val
00781-2325-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2325-10_NLMIMAGE10_1D080E80.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2325-10_NLMIMAGE10_1D080E80.jpg,train
00781-2353-31,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2353-31_NLMIMAGE10_B50EDAB6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2353-31_NLMIMAGE10_B50EDAB6.jpg,train
00781-2355-10,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2355-10_NLMIMAGE10_5C052E29.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2355-10_NLMIMAGE10_5C052E29.jpg,train
00781-2785-31,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2785-31_NLMIMAGE10_7551BADD.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2785-31_NLMIMAGE10_7551BADD.jpg,train
00781-2855-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00781-2855-60_NLMIMAGE10_A90ED4E6.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00781-2855-60_NLMIMAGE10_A90ED4E6.jpg,train
00904-0644-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00904-0644-60_NLMIMAGE10_66353349.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00904-0644-60_NLMIMAGE10_66353349.jpg,train
00904-5904-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00904-5904-60_NLMIMAGE10_813540FA.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00904-5904-60_NLMIMAGE10_813540FA.jpg,train
00904-6457-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/00904-6457-60_NLMIMAGE10_1C500E60.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/00904-6457-60_NLMIMAGE10_1C500E60.jpg,train
10144-0602-15,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/10144-0602-15_NLMIMAGE10_FA1DFD3F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/10144-0602-15_NLMIMAGE10_FA1DFD3F.jpg,train
10144-0604-15,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/10144-0604-15_NLMIMAGE10_F21DF94F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/10144-0604-15_NLMIMAGE10_F21DF94F.jpg,val
10144-0606-15,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/10144-0606-15_NLMIMAGE10_FA1DFD0F.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/10144-0606-15_NLMIMAGE10_FA1DFD0F.jpg,train
10337-0815-06,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/10337-0815-06_NLMIMAGE10_7203B95D.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/10337-0815-06_NLMIMAGE10_7203B95D.jpg,train
10888-7135-02,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/10888-7135-02_NLMIMAGE10_834941CA.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/10888-7135-02_NLMIMAGE10_834941CA.jpg,train
11042-0142-03,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/11042-0142-03_NLMIMAGE10_5E1B2F79.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/11042-0142-03_NLMIMAGE10_5E1B2F79.jpg,train
13811-0662-60,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/front/13811-0662-60_NLMIMAGE10_234F91BC.jpg,/home/user/Github/pill_classification/pill_yolo/raw_data/splited_aug/back/13811-0662-60_NLMIMAGE10_234F91BC.jpg,train
